movie_name,genre,cast,director,tags
Gumraah,"Action,Crime,Drama","AdityaRoyKapoor, MrunalThakur, RonitRoy, VedikaPinto",Vardhan Ketkar,"The murder investigation of a young man takes an unexpected turn when the cops discover that the prime suspect has a lookalike.Action,Crime,Drama,Vardhan Ketkar,AdityaRoyKapoor, MrunalThakur, RonitRoy, VedikaPinto"
The Lunchbox,"Drama,Romance","IrrfanKhan, NimratKaur, NawazuddinSiddiqui, LilleteDubey",Ritesh Batra,"A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.Drama,Romance,Ritesh Batra,IrrfanKhan, NimratKaur, NawazuddinSiddiqui, LilleteDubey"
Zara Hatke Zara Bachke,"Comedy,Drama,Family","VickyKaushal, SaraAliKhan, Inaamulhaq, SushmitaMukherjee",Laxman Utekar,"Kapil and Somya are a happily married couple from Indore who live in a joint family and decide to get a divorce one fine day. Things don't go as planned as their family gets to know of it, and thus begins a comedy of errors.Comedy,Drama,Family,Laxman Utekar,VickyKaushal, SaraAliKhan, Inaamulhaq, SushmitaMukherjee"
Street Fighter: The Legend of Chun-Li,"Action,Crime,Fantasy","KristinKreuk, NealMcDonough, MichaelClarkeDuncan, ChrisKlein",Andrzej Bartkowiak,"When a child, Chun-Li sees her father being captured by wealthy gangster Bison. When she grows up, she goes into a quest for justice and bring down the criminal organization Shadaloo which is led by Bison.Action,Crime,Fantasy,Andrzej Bartkowiak,KristinKreuk, NealMcDonough, MichaelClarkeDuncan, ChrisKlein"
Ganapath,"Action,Drama,Sci-Fi","TigerShroff, HimanshuJaykar, KritiSanon, AmitabhBachchan",Vikas Bahl,"In a dystopian future, Ganapath, a relentless and skilled vigilante, embarks on a mission to dismantle a powerful criminal empire that has gripped the city in fear, Ganapath becomes a symbol of hope for the oppressed in which leads dark.Action,Drama,Sci-Fi,Vikas Bahl,TigerShroff, HimanshuJaykar, KritiSanon, AmitabhBachchan"
Kalki 2898-AD,"Action,Drama,Fantasy","DeepikaPadukone, AmitabhBachchan, DulquerSalmaan, DishaPatani",Nag Ashwin,"A modern-day avatar of Vishnu, a Hindu god, who is believed to have descended to earth to protect the world from evil forces.Action,Drama,Fantasy,Nag Ashwin,DeepikaPadukone, AmitabhBachchan, DulquerSalmaan, DishaPatani"
Kal Ho Naa Ho,"Comedy,Drama,Musical","PreityGZinta, ShahRukhKhan, SaifAliKhan, JayaBachchan",Nikkhil Advani,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.Comedy,Drama,Musical,Nikkhil Advani,PreityGZinta, ShahRukhKhan, SaifAliKhan, JayaBachchan"
Bride & Prejudice,"Comedy,Drama,Musical","MartinHenderson, AishwaryaRaiBachchan, NadiraBabbar, AnupamKher",Gurinder Chadha,"A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family.Comedy,Drama,Musical,Gurinder Chadha,MartinHenderson, AishwaryaRaiBachchan, NadiraBabbar, AnupamKher"
The White Tiger,"Crime,Drama","AdarshGourav, RajkummarRao, PriyankaChopraJonas, VedantSinha",Ramin Bahrani,"An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.Crime,Drama,Ramin Bahrani,AdarshGourav, RajkummarRao, PriyankaChopraJonas, VedantSinha"
Lust Stories 2,"Drama,Romance","TamannaahBhatia, VijayVarma, NeenaGupta, MrunalThakur","R. Balki, Sujoy Ghosh, Amit Ravindernath Sharma, Konkona Sen Sharma","Four eminent Indian directors explore sex, desire and love through short films in this sequel to 2018's Emmy-nominated ""Lust Stories"".Drama,Romance,R. Balki, Sujoy Ghosh, Amit Ravindernath Sharma, Konkona Sen Sharma,TamannaahBhatia, VijayVarma, NeenaGupta, MrunalThakur"
Bajirao Mastani,"Action,Drama,History","RanveerSingh, DeepikaPadukone, PriyankaChopraJonas, TanviAzmi",Sanjay Leela Bhansali,"An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand.Action,Drama,History,Sanjay Leela Bhansali,RanveerSingh, DeepikaPadukone, PriyankaChopraJonas, TanviAzmi"
Kaun?,"Mystery,Thriller","UrmilaMatondkar, ManojBajpayee, SushantSingh",Ram Gopal Varma,"While alone in the house, a woman hears news of serial killer on the loose. And then a stranger rings the doorbell...Mystery,Thriller,Ram Gopal Varma,UrmilaMatondkar, ManojBajpayee, SushantSingh"
Dear Zindagi,"Drama,Romance","AliaBhatt, ShahRukhKhan, KunalKapoor, PriyankaMoodley",Gauri Shinde,"Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.Drama,Romance,Gauri Shinde,AliaBhatt, ShahRukhKhan, KunalKapoor, PriyankaMoodley"
Chhichhore,"Comedy,Drama,Romance","SushantSinghRajput, ShraddhaKapoor, VarunSharma, PrateikPatilBabbar",Nitesh Tiwari,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.Comedy,Drama,Romance,Nitesh Tiwari,SushantSinghRajput, ShraddhaKapoor, VarunSharma, PrateikPatilBabbar"
Freddy,"Drama,Mystery,Romance","KartikAaryan, AlayaF, KaranPandit, SajjadDelafrooz",Shashanka Ghosh,"The lines between love and obsession blur in this romantic thriller packed with unpredictable twists and sharp turns.Drama,Mystery,Romance,Shashanka Ghosh,KartikAaryan, AlayaF, KaranPandit, SajjadDelafrooz"
Yeh Jawaani Hai Deewani,"Comedy,Drama,Musical","RanbirKapoor, DeepikaPadukone, AdityaRoyKapoor, KalkiKoechlin",Ayan Mukerji,"Kabir and Naina bond during a trekking trip. Before Naina can express herself, Kabir leaves India to pursue his career. They meet again years later, but he still cherishes his dreams more than bonds.Comedy,Drama,Musical,Ayan Mukerji,RanbirKapoor, DeepikaPadukone, AdityaRoyKapoor, KalkiKoechlin"
Sir,"Drama,Romance","TillotamaShome, VivekGomber, GeetanjaliKulkarni, RahulVohra",Rohena Gera,"A prosperous young Indian man falls in love with his servant, a widow with the dream of becoming a fashion designer.Drama,Romance,Rohena Gera,TillotamaShome, VivekGomber, GeetanjaliKulkarni, RahulVohra"
Mrs. Chatterjee vs. Norway,"Biography,Drama","RaniMukerji, JimSarbh, BodhisattwaMajumdar, SaswatiGuhathakurta",Ashima Chibber,"An immigrant Indian mother's battle against the Norwegian foster care system and local legal machinery to win back the custody of her children.Biography,Drama,Ashima Chibber,RaniMukerji, JimSarbh, BodhisattwaMajumdar, SaswatiGuhathakurta"
Munna Bhai M.B.B.S.,"Comedy,Drama","SanjayDutt, ArshadWarsi, GracySingh, BomanIrani",Rajkumar Hirani,"A gangster sets out to fulfill his father's dream of becoming a doctor.Comedy,Drama,Rajkumar Hirani,SanjayDutt, ArshadWarsi, GracySingh, BomanIrani"
Fan,"Action,Drama,Thriller","ShahRukhKhan, ShriyaPilgaonkar, SayaniGupta, WaluschaD'Souza",Maneesh Sharma,"Gaurav's world revolves around the superstar Aryan Khanna. What happens when his passion turns into a dangerous obsession that crosses the fine line?Action,Drama,Thriller,Maneesh Sharma,ShahRukhKhan, ShriyaPilgaonkar, SayaniGupta, WaluschaD'Souza"
Welcome to the Jungle, ,"AkshayKumar, SanjayDutt, DishaPatani, JacquelineFernandez",Ahmed Khan,"Police officers Jay Bakshi and Sandhya have been given task to track down notorious criminal Raj Solanki. Things take an unexpected turn when JaY finds out that Raj plays a significant role in his life. ,Ahmed Khan,AkshayKumar, SanjayDutt, DishaPatani, JacquelineFernandez"
Vikram Vedha,"Action,Crime,Drama","Madhavan, VijaySethupathi, ShraddhaSrinath, Kathir","Gayatri, Pushkar, Gowtham Selvaraj","Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.Action,Crime,Drama,Gayatri, Pushkar, Gowtham Selvaraj,Madhavan, VijaySethupathi, ShraddhaSrinath, Kathir"
Lagaan: Once Upon a Time in India,"Drama,Musical,Sport","AamirKhan, RaghubirYadav, GracySingh, RachelShelley",Ashutosh Gowariker,"The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.Drama,Musical,Sport,Ashutosh Gowariker,AamirKhan, RaghubirYadav, GracySingh, RachelShelley"
Trial Period,"Comedy,Drama","GeneliaDeshmukh, ManavKaul, ShaktiKapoor, SheebaChaddha",Aleya Sen,"A working single mother's world turns upside down when her inquisitive son demands a new papa on a 30-day 'Trial Period'.Comedy,Drama,Aleya Sen,GeneliaDeshmukh, ManavKaul, ShaktiKapoor, SheebaChaddha"
Kathal: A Jackfruit Mystery,"Comedy,Crime,Drama","SanyaMalhotra, JoshiAnantvijay, VijayRaaz, RajpalNaurangYadav",Yashowardhan Mishra,"A local politician whose prized jackfruits go missing and a young police officer who is adamant to solve this bizarre case to prove herself.Comedy,Crime,Drama,Yashowardhan Mishra,SanyaMalhotra, JoshiAnantvijay, VijayRaaz, RajpalNaurangYadav"
Sardar Udham,"Biography,Crime,Drama","VickyKaushal, ShaunScott, StephenHogan, AmolParashar",Shoojit Sircar,"A biopic detailing the 2 decades that Punjabi Sikh revolutionary, Udham Singh, spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.Biography,Crime,Drama,Shoojit Sircar,VickyKaushal, ShaunScott, StephenHogan, AmolParashar"
Kisi Ka Bhai Kisi Ki Jaan,"Action,Comedy,Drama","SalmanKhan, PoojaHegde, VenkateshDaggubati, JagapathiBabu",Farhad Samji,"The eldest brother refuses to marry since he believes it may create disharmony in his big family. His brothers, who've already found partners, come together to find a match for him.Action,Comedy,Drama,Farhad Samji,SalmanKhan, PoojaHegde, VenkateshDaggubati, JagapathiBabu"
King of Kotha,"Action,Drama,Thriller","DulquerSalmaan, AishwaryaLekshmi, SoubinShahir, RitikaSingh",Abhilash Joshiy,"In a crime-infested town, Kannan bhai and his gang are the reigning powers. To combat this reign and seek revenge, Inspector Shahul tactfully plots the return of the 'King', leading to a transformative turn of events.Action,Drama,Thriller,Abhilash Joshiy,DulquerSalmaan, AishwaryaLekshmi, SoubinShahir, RitikaSingh"
Ek Tha Tiger,"Action,Adventure,Romance","SalmanKhan, KatrinaKaif, GirishKarnad, RoshanSeth","Mathur Goswami, Kabir Khan","India's top spy Tiger and his love Zoya battle the dark world of intelligence and espionage that forbids its soldiers from loving the enemy.Action,Adventure,Romance,Mathur Goswami, Kabir Khan,SalmanKhan, KatrinaKaif, GirishKarnad, RoshanSeth"
HIT: The First Case,"Action,Crime,Drama","RajkummarRao, SanyaMalhotra, AkhilIyer, JatinGoswami",Sailesh Kolanu,"Vikram is a 32-year-old cop. While he is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost.Action,Crime,Drama,Sailesh Kolanu,RajkummarRao, SanyaMalhotra, AkhilIyer, JatinGoswami"
Singham Again,Drama,"KareenaKapoor, DeepikaPadukone, AkshayKumar, RanveerSingh",Rohit Shetty,"Plot under wraps.Drama,Rohit Shetty,KareenaKapoor, DeepikaPadukone, AkshayKumar, RanveerSingh"
The Second Best Exotic Marigold Hotel,"Comedy,Drama,Romance","JudiDench, MaggieSmith, BillNighy, DevPatel",John Madden,"As the Best Exotic Marigold Hotel has only a single remaining vacancy, posing a rooming predicament for two fresh arrivals, Sonny Kapoor (Dev Patel) pursues his expansionist dream of opening a second hotel.Comedy,Drama,Romance,John Madden,JudiDench, MaggieSmith, BillNighy, DevPatel"
Dilwale Dulhania Le Jayenge,"Drama,Romance","ShahRukhKhan, Kajol, AmrishPuri, FaridaJalal",Aditya Chopra,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.Drama,Romance,Aditya Chopra,ShahRukhKhan, Kajol, AmrishPuri, FaridaJalal"
Kill,"Action,Adventure,Drama","Lakshya, RaghavJuyal, TanyaManiktala, AbhishekChauhan",Nikhil Nagesh Bhat,"Follows a passenger on a train to New Delhi. The train soon becomes a combat battleground as a pair of commandos face an army of invading bandits.Action,Adventure,Drama,Nikhil Nagesh Bhat,Lakshya, RaghavJuyal, TanyaManiktala, AbhishekChauhan"
October,"Drama,Romance","VarunDhawan, BanitaSandhu, GitanjaliRao, SahilVedoliyaa","Shoojit Sircar, Kuran Dhillon","A group of interns are going through the usual grind when suddenly an accident changes their lives. The protagonist can't get let go of it and becomes obsessed with it. What does it all lead to? Is it love or something else?Drama,Romance,Shoojit Sircar, Kuran Dhillon,VarunDhawan, BanitaSandhu, GitanjaliRao, SahilVedoliyaa"
An Action Hero,"Action,Comedy,Crime","AyushmannKhurrana, JaideepAhlawat, NeerajMadhav, GautamJoglekar",Anirudh Iyer,"Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding.Action,Comedy,Crime,Anirudh Iyer,AyushmannKhurrana, JaideepAhlawat, NeerajMadhav, GautamJoglekar"
The Vaccine War,"Drama,Thriller","NiveditaBhattacharya, AnupamKher, GirijaOak, NanaPatekar",Vivek Agnihotri,"Based on India's battle against Covid-19, and the efforts the medical department took to overcome the global crisis.Drama,Thriller,Vivek Agnihotri,NiveditaBhattacharya, AnupamKher, GirijaOak, NanaPatekar"
Jab We Met,"Comedy,Drama,Romance","ShahidKapoor, KareenaKapoor, TarunArora, DaraSinghRandhawa",Imtiaz Ali,"A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.Comedy,Drama,Romance,Imtiaz Ali,ShahidKapoor, KareenaKapoor, TarunArora, DaraSinghRandhawa"
K.G.F: Chapter 1,"Action,Crime,Drama","Yash, SrinidhiShetty, RamachandraRaju, ArchanaJois",Prashanth Neel,"In the 1970s, a gangster named Rocky goes undercover as a slave to assassinate the owner of a notorious gold mine known as the K.G.F.Action,Crime,Drama,Prashanth Neel,Yash, SrinidhiShetty, RamachandraRaju, ArchanaJois"
Mimi,"Comedy,Drama","KritiSanon, EvelynEdwards, PankajTripathi, SaiTamhankar","Rajesh Bhatia, Laxman Utekar","Mimi is introduced by Bhanu to an American couple as a surrogate in exchange for Rs 2 million. She decides to have the baby even when they change their mind and tells her parent that Bhanu is the father.Comedy,Drama,Rajesh Bhatia, Laxman Utekar,KritiSanon, EvelynEdwards, PankajTripathi, SaiTamhankar"
Afwaah,"Drama,Thriller","NawazuddinSiddiqui, T.J. Bhanu, BhumiPednekar, EishaChopra",Sudhir Mishra,"An advertising professional and a political heiress whose lives are upended by a viral social media rumour.Drama,Thriller,Sudhir Mishra,NawazuddinSiddiqui, T.J. Bhanu, BhumiPednekar, EishaChopra"
Godfather,"Action,Crime,Drama","Chiranjeevi, SalmanKhan, Nayanthara, SatyadevKancharana",Mohan Raja,"After the death of a political leader, a mysterious man steps in to ascend the throne.Action,Crime,Drama,Mohan Raja,Chiranjeevi, SalmanKhan, Nayanthara, SatyadevKancharana"
Laila Majnu,"Drama,Romance","AvinashTiwary, TriptiiDimri, SumitKaul, AbrarQazi",Sajid Ali,"Taking the leap out of the classic folklore, the story is set in today's time in Kashmir where Laila Majnu have problems relevant to the youth of today. While dealing with their feuding families a passionate love story unravels.Drama,Romance,Sajid Ali,AvinashTiwary, TriptiiDimri, SumitKaul, AbrarQazi"
Ghajini,"Action,Drama,Mystery","AamirKhan, AsinThottumkal, JiahKhan, AamirNaik",A.R. Murugadoss,"A short-term memory loss patient goes on a killing spree in order to avenge the death of his ladylove.Action,Drama,Mystery,A.R. Murugadoss,AamirKhan, AsinThottumkal, JiahKhan, AamirNaik"
Jab Harry Met Sejal,"Comedy,Drama,Romance","ShahRukhKhan, AnushkaSharma, BjörnFreiberg, BruceHuther",Imtiaz Ali,"A depressed middle-aged tour guide who lives in his own bubble gets another chance to experience and face reality through a chirpy girl.Comedy,Drama,Romance,Imtiaz Ali,ShahRukhKhan, AnushkaSharma, BjörnFreiberg, BruceHuther"
Barfi!,"Comedy,Drama,Romance","RanbirKapoor, PriyankaChopraJonas, IleanaD'Cruz, SaurabhShukla",Anurag Basu,"Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.Comedy,Drama,Romance,Anurag Basu,RanbirKapoor, PriyankaChopraJonas, IleanaD'Cruz, SaurabhShukla"
Mumbai Meri Jaan,Drama,"PareshRawal, KayKayMenon, IrrfanKhan, Madhavan",Nishikant Kamat,"A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers.Drama,Nishikant Kamat,PareshRawal, KayKayMenon, IrrfanKhan, Madhavan"
Ludo,"Action,Comedy,Crime","PankajTripathi, AbhishekBachchan, RajkummarRao, FatimaSanaShaikh",Anurag Basu,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.Action,Comedy,Crime,Anurag Basu,PankajTripathi, AbhishekBachchan, RajkummarRao, FatimaSanaShaikh"
